work_ID,work_species,work_author,trait_value_1.2.2,trait_value_1.6.3,trait_value_3.2.3,trait_value_4.1.3,agreement_1.2.2,cv_1.6.3,cv_3.2.3,cv_4.1.3,n_1.2.2,n_1.6.3,n_3.2.3,n_4.1.3,references_1.2.2,references_1.6.3,references_3.2.3,references_4.1.3
426,Achnophora tatei,F.Muell.,herb,NA,2.2e-4,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
428,Achyrachaena mollis,Schauer,forb,NA,0.0044455,NA,1,NA,NA,NA,1,NA,1,NA,+10129,NA,10255,NA
431,Achyranthes bidentata,Blume,forb,0.8,0.00227,NA,1,NA,0.15,NA,1,1,2,NA,+10129,10199,10255,NA
434,Achyranthes mutica,A.Gray ex H.Mann,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10129,16",NA,NA,NA
435,Achyranthes splendens,Mart. ex Moq.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10129,-10233,16",NA,NA,NA
436,Achyrocline disjuncta,Hemsl.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10262,NA,NA,NA
437,Achyronychia cooperi,A.Gray,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
443,Acianthera capillaris,(Lindl.) Pridgeon & M.W.Chase,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10250,10262,10223",NA,NA,NA
450,Acianthera rubroviridis,(Lindl.) Pridgeon & M.W.Chase,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
456,Acianthus caudatus,R.Br.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"-10233,10193",NA,NA,NA
461,Acianthus exsertus,R.Br.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"-10233,10193",NA,NA,NA
462,Acianthus fornicatus,R.Br.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"-10233,10193",NA,NA,NA
478,Acidocroton lobulatus,Urb.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
488,Acilepis aspera,(Buch.-Ham.) H.Rob.,herb,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10353,10206",NA,NA,NA
489,Acilepis clivorum,(Hance) H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10353,NA,NA,NA
504,Aciotis acuminifolia,(Mart. ex DC.) Triana,herb,NA,NA,NA,0.714,NA,NA,NA,7,NA,NA,NA,"10218,10219,10220,10223,10250,10262",NA,NA,NA
506,Aciphylla aurea,W.R.B.Oliv.,herb,NA,0.0052,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
516,Aciphylla glaucescens,W.R.B.Oliv.,herb,NA,0.00929,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
537,Aciphylla subflabellata,W.R.B.Oliv.,herb,NA,0.003,NA,1,NA,NA,NA,1,NA,1,NA,"10328,-10233",NA,10328,NA
549,Acmella brachyglossa,Cass.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10219,10220,10222,10262,10223,10250",NA,NA,NA
550,Acmella caulirhiza,Delile,herb,0.6,NA,NA,0.667,NA,NA,NA,3,1,NA,NA,"258,10352",10046,NA,NA
551,Acmella ciliata,(Kunth) Cass.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10219,10220,10250,10262,10223",NA,NA,NA
552,Acmella darwinii,(D.M.Porter) R.K.Jansen,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10220,NA,NA,NA
553,Acmella grandiflora,(Turcz.) R.K.Jansen,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10018,NA,NA,NA
554,Acmella iodiscaea,(A.H.Moore) R.K.Jansen,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
555,Acmella oleracea,(L.) R.K.Jansen,herb,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,"10218,10220,10250,10262,10223,10284",NA,NA,NA
557,Acmella paniculata,(Wall. ex DC.) R.K.Jansen,herb,NA,NA,NA,0.833,NA,NA,NA,6,NA,NA,NA,"10220,-10233,10250,10262,10353,10177",NA,NA,NA
559,Acmella radicans,(Jacq.) R.K.Jansen,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10218,10219,10250",NA,NA,NA
560,Acmella sodiroi,(Hieron.) R.K.Jansen,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10220,10250",NA,NA,NA
561,Acmella uliginosa,(Sw.) Cass.,herb,0.3,9.5e-5,NA,0.857,0,NA,NA,7,2,1,NA,"10218,-10233,10250,10262,229,10336,10352","10076,10199",10255,NA
562,Acmispon maritimus,(Nutt.) D.D.Sokoloff,forb,NA,0.0014671665,NA,1,NA,1.308,NA,1,NA,2,NA,+10129,NA,10255,NA
563,Acmispon parviflorus,(Benth.) D.D.Sokoloff,forb,NA,0.00229,NA,1,NA,NA,NA,1,NA,1,NA,+10129,NA,10255,NA
564,Acmispon wrangelianus,(Fisch. & C.A.Mey.) Sokoloff,forb,NA,0.001564875,NA,1,NA,0.438,NA,1,NA,2,NA,+10129,NA,10255,NA
571,Aconitum formosanum,Tamura,herb,1,NA,NA,1,NA,NA,NA,2,1,NA,NA,"10243,10353",10353,NA,NA
572,Aconitum fukutomei,Hayata,herb,0.3,NA,NA,1,NA,NA,NA,2,1,NA,NA,"10243,10353",10353,NA,NA
573,Aconitum maximum,Pall. ex DC.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10129,10337",NA,NA,NA
574,Aconitum napellus,L.,forb,0.6125,0.003644,211.1,1,0.26,0.061,NA,1,2,2,1,+10129,"10191,10328","10191,10255",10191
576,Aconitum sachalinense,F.Schmidt,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
577,Aconitum vulparia,Rchb.,forb,NA,0.00404,NA,1,NA,NA,NA,1,NA,1,NA,10315,NA,10255,NA
579,Acorus calamus,L.,forb,1.15,0.00204933333333333,255.58,1,0.23,0.721,NA,1,4,3,1,"+10129,10312,10315","10129,10199,10191","10129,10191,10255",10191
582,Acrachne racemosa,(B.Heyne ex Roth) Ohwi,graminoid,NA,1.9e-4,NA,1,NA,NA,NA,1,NA,1,NA,"10111,+10129,-10233",NA,10255,NA
585,Acridocarpus longifolius,(G.Don) Hook.f.,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"10352,258",NA,NA,NA
589,Acroceras diffusum,L.C.Chia,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10353,10193",NA,NA,NA
591,Acroceras munroanum,(Balansa) Henrard,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10353,NA,NA,NA
592,Acroceras tonkinense,(Balansa) C.E.Hubb. ex Bor,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10193,NA,NA,NA
596,Acrocomia media,O.F.Cook,tree,10,NA,NA,1,NA,NA,NA,1,1,NA,NA,+10129,10199,NA,NA
598,Acronychia laevis,J.R.Forst. & G.Forst.,tree,NA,0.012953,NA,1,NA,NA,NA,1,NA,1,NA,"10203,-10233",NA,10255,NA
600,Acronychia pedunculata,(L.) Miq.,tree,15,0.13205,NA,1,NA,NA,NA,2,1,1,NA,"10203,-10233,10332",10199,10255,NA
601,Acronychia trifoliolata,Zoll. & Moritzi,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"10203,-10233",NA,NA,NA
633,Acrostichum aureum,L.,forb,2.15,NA,NA,1,0.23,NA,NA,1,2,NA,NA,+10129,"10199,10233",NA,NA
635,Acrostichum speciosum,Willd.,other,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10018,NA,NA,NA
642,Acrothamnus colensoi,(Hook.f.) Quinn,shrub,NA,0.011,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10328,NA
643,Acrothamnus hookeri,(Sond.) Quinn,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
644,Acrothamnus montanus,(R.Br.) Quinn,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
645,Acrotriche affinis,DC.,shrub,NA,0.00684,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
646,Acrotriche cordata,(Labill.) R.Br.,shrub,NA,0.00799,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
647,Acrotriche depressa,R.Br.,shrub,NA,0.01279,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
648,Acrotriche fasciculiflora,(Regel) Benth.,shrub,NA,7.5e-4,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
650,Acrotriche patula,R.Br.,shrub,NA,0.01338,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
651,Acrotriche serrulata,R.Br.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
660,Actaea rubra,(Aiton) Willd.,forb,NA,0.01039725,NA,1,NA,0.645,NA,1,NA,2,NA,+10129,NA,10255,NA
661,Actaea simplex,(DC.) Wormsk. ex Prantl,herb,1.25,NA,NA,1,NA,NA,NA,3,1,NA,NA,"-10233,10242,10243,10353",10353,NA,NA
662,Actaea spicata,L.,forb,0.408,0.0444216666666667,373.3,1,NA,1.472,NA,1,1,3,1,"+10129,10315",10191,"10191,10197,10255",10191
663,Actephila excelsa,(Dalzell) Müll.Arg.,tree,3.25,0.23,NA,1,0.326,NA,NA,1,2,1,NA,"10203,-10233","10199,10353",10255,NA
668,Actinidia chinensis,Planch.,shrub,NA,6.15e-4,NA,1,NA,1.414,NA,1,NA,2,NA,"+10129,-10233",NA,"10255,10328",NA
677,Actiniopteris dimorpha,Pic.Serm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10111,NA,NA,NA
678,Actiniopteris radiata,(Sw.) Link,herb,0.1,NA,NA,1,NA,NA,NA,1,1,NA,NA,10111,10199,NA,NA
679,Actiniopteris semiflabellata,Pic.Serm.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10111,10020",NA,NA,NA
681,Actinobole uliginosum,(A.Gray) H.Eichler,herb,NA,5.5e-5,NA,1,NA,NA,NA,2,NA,1,NA,"-10233,10319,10320",NA,10255,NA
683,Actinodaphne acuminata,(Blume) Meisn.,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
684,Actinodaphne glaucina,C.K.Allen,tree,10,NA,NA,1,NA,NA,NA,3,1,NA,NA,"10203,10243,10353",10353,NA,NA
685,Actinodaphne glomerata,(Blume) Nees,tree,24,NA,NA,1,NA,NA,NA,1,1,NA,NA,"10203,-10233",10233,NA,NA
686,Actinodaphne macrophylla,(Blume) Nees,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10203,-10233,10335",NA,NA,NA
687,Actinodaphne malaccensis,Hook.f.,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"10203,-10233",NA,NA,NA
690,Actinodaphne pilosa,(Lour.) Merr.,tree,8,NA,NA,0.667,NA,NA,NA,3,1,NA,NA,"10203,10243,10353",10353,NA,NA
692,Actinokentia divaricata,(Brongn.) Dammer,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
700,Actinostachys melanesica,(Selling) C.F.Reed,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10349,NA,NA,NA
707,Actinotus helianthi,Labill.,herb,NA,0.002,NA,1,NA,NA,NA,2,NA,1,NA,"10306,10320,-10233",NA,10255,NA
714,Adansonia digitata,L.,tree,17.5,0.4675775,NA,1,0.202,NA,NA,1,2,1,NA,"10111,+10129,10144,-10233,258,10243,10295,10352,10353","10076,10199",10255,NA
717,Adelobotrys adscendens,Triana,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
718,Adelphia hiraea,(Gaertn.) W.R.Anderson,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
720,Adenanthera microsperma,Teijsm. & Binn.,tree,20,0.0495,NA,1,NA,NA,NA,1,1,1,NA,"10203,-10233",10199,10255,NA
721,Adenanthera pavonina,L.,tree,18,0.22174,NA,1,NA,NA,NA,1,1,1,NA,"10018,+10129,10203,10222,-10233,258,10250,16,229,10349,10352",10199,10255,NA
726,Adenia gummifera,(Harv.) Harms,shrub,17.5,0.01025,NA,1,0.606,NA,NA,1,2,1,NA,-10233,"10076,10199",10255,NA
728,Adenia macrophylla,(Blume) Koord.,herb,NA,0.079,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
729,Adenium obesum,(Forssk.) Roem. & Schult.,shrub,2.5,NA,NA,1,0.283,NA,NA,3,2,NA,NA,"10284,10295,10352","10076,10199",NA,NA
731,Adenocalymma inundatum,Mart. ex DC.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10220,NA,NA,NA
734,Adenocarpus complicatus,(L.) J.Gay,shrub,NA,0.0105175,NA,1,NA,0.473,NA,1,NA,2,NA,"+10060,-10233,10291",NA,10255,NA
735,Adenocarpus foliolosus,(Aiton) DC.,shrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"263,10342,-10233",NA,NA,NA
736,Adenocarpus ombriosus,Ceballos & Ortuño,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10342,NA,NA,NA
737,Adenocarpus viscosus,(Willd.) Webb & Berthel.,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,"-10233,10342,263",NA,NA,NA
749,Adenophora pereskiifolia,(Fisch. ex Schult.) G.Don,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10242,10193",NA,NA,NA
750,Adenophora triphylla,(Thunb.) A.DC.,herb,NA,1.7e-4,NA,0.75,NA,NA,NA,4,NA,1,NA,"-10233,10242,10193,266",NA,10255,NA
751,Adenophorus abietinus,(D.C.Eaton) K.Wilson,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
752,Adenophorus epigaeus,(L.E. Bishop) W.H. Wagner,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
753,Adenophorus haalilioanus,(Brack.) K.Wilson,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
754,Adenophorus hymenophylloides,Hook. & Grev.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
756,Adenophorus periens,L.E.Bishop,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
758,Adenophorus tamariscinus,(Kaulf.) Hook. & Grev.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
759,Adenophorus tripinnatifidus,Gaudich.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
760,Adenophyllum porophylloides,(A.Gray) Strother,subshrub,NA,0.001425,NA,1,NA,NA,NA,1,NA,1,NA,+10129,NA,10255,NA
761,Adenophyllum porophyllum,(Cav.) Hemsl.,subshrub,NA,9.05e-4,NA,1,NA,0.148,NA,1,NA,2,NA,+10129,NA,10255,NA
763,Adenosma glutinosum,(L.) Druce,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
767,Adenostemma brasilianum,Cass.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10222,10262",NA,NA,NA
769,Adenostemma lavenia,(L.) Kuntze,forb,0.65,NA,NA,1,0,NA,NA,1,2,NA,NA,"10018,+10129",10353,NA,NA
770,Adenostemma mauritianum,DC.,herb,1.2,NA,NA,1,NA,NA,NA,2,1,NA,NA,"258,10352",10046,NA,NA
771,Adenostemma platyphyllum,Cass.,herb,1,NA,NA,1,NA,NA,NA,8,1,NA,NA,"10136,10027,10218,10219,10220,10250,10262,10223",10199,NA,NA
774,Adenostemma viscosum,J.R.Forst. & G.Forst.,herb,0.75,NA,NA,1,0.471,NA,NA,7,2,NA,NA,"10111,258,16,10284,229,10349,10200","10076,10199",NA,NA
775,Adenostoma fasciculatum,Hook. & Arn.,shrub,3,0.00102875,NA,1,NA,0.095,NA,1,1,2,NA,"+10129,-10233",10129,"10129,10255",NA
777,Adenostyles alliariae,(Gouan) Kern.,herb,0.7,NA,267.05,1,NA,NA,NA,3,1,NA,1,"-10233,10215,10290,10313",10191,NA,10191
778,Adenostyles alpina,(L.) Bluff & Fingerh.,herb,0.5,0.001387,NA,1,NA,NA,NA,4,1,1,NA,"-10233,10114,10132,10191,10313",10191,10191,NA
786,Adiantum aleuticum,(Rupr.) C.A.Paris,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
792,Adiantum caudatum,L.,forb,0.6,NA,NA,1,NA,NA,NA,1,1,NA,NA,+10129,10199,NA,NA
793,Adiantum chilense,Kaulf.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,87,10223,10194",NA,NA,NA
795,Adiantum concinnum,Humb. & Bonpl. ex Willd.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
800,Adiantum diaphanum,Blume,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10349,NA,NA,NA
805,Adiantum fragile,Sw.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
806,Adiantum fructuosum,Kuntze,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10219,10250,10223",NA,NA,NA
808,Adiantum henslovianum,Hook.f.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10220,10223",NA,NA,NA
809,Adiantum hispidulum,Sw.,forb,0.6,NA,NA,1,NA,NA,NA,1,1,NA,NA,+10129,10046,NA,NA
811,Adiantum incisum,Forssk.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10111,NA,NA,NA
813,Adiantum jordanii,Müll.Hal.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
817,Adiantum lucidum,(Cav.) Sw.,herb,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,"10218,10219,10220,10250,10262,10223",NA,NA,NA
822,Adiantum melanoleucum,Willd.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
827,Adiantum patens,Willd.,herb,NA,NA,NA,0.833,NA,NA,NA,6,NA,NA,NA,"10218,10220,10250,10262,10223",NA,NA,NA
828,Adiantum pedatum,L.,forb,0.4,NA,NA,1,NA,NA,NA,1,1,NA,NA,+10129,10129,NA,NA
831,Adiantum poiretii,Wikstr.,herb,0.6,NA,NA,1,NA,NA,NA,1,1,NA,NA,"+10060,10111,10218,10220,10222,10250,10262,10223,10194",10046,NA,NA
835,Adiantum pyramidale,(L.) Willd.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
837,Adiantum reniforme,L.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,263,NA,NA,NA
842,Adiantum tenerum,Sw.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
845,Adiantum villosum,L.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
847,Adiantum vivesii,Proctor,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
848,Adiantum vogelii,Mett.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10053,NA,NA,NA
850,Adiantum wilsonii,Hook.,forb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
851,Adina pilulifera,(Lam.) Franch. ex Drake,shrub,NA,NA,NA,0.75,NA,NA,NA,2,NA,NA,NA,-10233,NA,NA,NA
853,Adinandra acuminata,Korth.,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"10203,-10233",NA,NA,NA
854,Adinandra dumosa,Jack,tree,NA,0.0011,NA,1,NA,NA,NA,1,NA,1,NA,"10203,-10233",NA,10255,NA
858,Adinandra hainanensis,Hayata,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"10203,-10233",NA,NA,NA
860,Adinandra integerrima,T.Anderson ex Dyer,tree,10,NA,NA,1,NA,NA,NA,1,1,NA,NA,-10233,10199,NA,NA
865,Adonidia merrillii,(Becc.) Becc.,tree,5,3.0095,NA,0.667,NA,NA,NA,3,1,1,NA,"10220,-10233,10219,10250",10199,10255,NA
866,Adonis aestivalis,L.,forb,0.2375,0.0092435,420.7,1,0.521,0.349,NA,1,2,2,1,"+10129,10315","10191,10353","10191,10255",10191
867,Adonis amurensis,Regel & Radde,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10243,10353",NA,NA,NA
868,Adonis annua,L.,forb,0.1625,0.0113,NA,1,0.109,0.038,NA,1,2,2,NA,"+10129,10315","10191,10353","10191,10255",NA
870,Adoxa moschatellina,L.,forb,0.0925,0.0322361665,384.5,1,0.344,1.387,NA,1,2,2,1,"+10129,10315","10191,10353","10191,10255",10191
871,Adriana quadripartita,(Labill.) Müll.Arg.,shrub,NA,0.02192,NA,1,NA,NA,NA,1,NA,1,NA,-10233,NA,10255,NA
872,Aechmea bracteata,(Sw.) Griseb.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"-10233,10250",NA,NA,NA
873,Aechmea chantinii,(Carrière) Baker,herb,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,"10250,10262,10223",NA,NA,NA
876,Aechmea fasciata,(Lindl.) Baker,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"-10233,10262",NA,NA,NA
878,Aechmea fulgens,Brongn.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10262,229",NA,NA,NA
881,Aechmea paniculigera,(Sw.) Griseb.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10250,NA,NA,NA
886,Aegialitis annulata,R.Br.,shrub,0.5,0.25,NA,1,NA,NA,NA,3,1,1,NA,"10018,252,244,-10233",10199,10255,NA
888,Aegilops caudata,L.,herb,NA,0.00646,NA,0.667,NA,NA,NA,3,NA,1,NA,"10193,10290",NA,10255,NA
889,Aegilops columnaris,Zhuk.,herb,NA,0.01504,NA,1,NA,NA,NA,2,NA,1,NA,"10193,10290",NA,10255,NA
890,Aegilops comosa,Sm.,graminoid,NA,0.00657,NA,1,NA,NA,NA,1,NA,1,NA,"+10129,-10233",NA,10255,NA
891,Aegilops cylindrica,Host,graminoid,NA,0.0285414285,NA,1,NA,0.251,NA,1,NA,2,NA,"+10129,-10233,10312,10651",NA,"10191,10255",NA
892,Aegilops geniculata,Roth,graminoid,0.086,0.0131095,241,1,NA,0.414,NA,1,1,2,1,"+10129,-10233,10291",10191,"10191,10255",10191
894,Aegilops neglecta,Req. ex Bertol.,graminoid,NA,0.02075,NA,1,NA,0.345,NA,1,NA,2,NA,"+10129,-10233",NA,"10191,10255",NA
895,Aegilops peregrina,(Hack.) Maire & Weiller,herb,NA,0.01588,NA,1,NA,NA,NA,4,NA,1,NA,"10071,10240,10193,10290",NA,10255,NA
896,Aegilops tauschii,Coss.,graminoid,NA,0.01107,NA,1,NA,NA,NA,1,NA,1,NA,"+10129,-10233,10312",NA,10255,NA
897,Aegilops triuncialis,L.,graminoid,NA,0.0151783335,NA,1,NA,0.264,NA,1,NA,2,NA,"+10129,-10233,10651",NA,"10191,10255",NA
898,Aegilops umbellulata,Zhuk.,graminoid,NA,0.01234,NA,1,NA,NA,NA,1,NA,1,NA,"+10129,-10233",NA,10255,NA
899,Aegilops ventricosa,Tausch,graminoid,NA,0.043203333,NA,1,NA,NA,NA,1,NA,1,NA,"+10129,-10233",NA,10255,NA
903,Aegiphila elata,Sw.,shrub,NA,0.06,NA,1,NA,NA,NA,1,NA,1,NA,"+10129,10250",NA,10255,NA
910,Aegiphila trifida,Sw.,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
912,Aegle marmelos,(L.) Corrêa,tree,10,0.13158,NA,1,NA,NA,NA,3,1,1,NA,"10206,-10233,10284,229",10199,10255,NA
914,Aegopodium alpestre,Ledeb.,herb,0.65,NA,NA,0.667,NA,NA,NA,3,1,NA,NA,"10224,-10233,10242",10353,NA,NA
915,Aegopodium podagraria,L.,forb,0.479,0.00188225,287.97,1,0.233,0.211,NA,1,2,2,1,"+10129,10312,10315","10191,10328","10191,10255",10191
917,Aeluropus lagopoides,(L.) Thwaites,graminoid,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10129,-10233,10651",NA,NA,NA
918,Aeluropus littoralis,(Gouan) Parl.,graminoid,NA,1e-4,NA,1,NA,NA,NA,1,NA,1,NA,"+10129,-10233,10651",NA,10255,NA
922,Aeonium arboreum,(L.) Webb & Berthel.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10129,NA,NA,NA
923,Aeonium aureum,(C.Sm. ex Hornem.) T.H.M.Mes,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,263,NA,NA,NA
924,Aeonium balsamiferum,Webb & Berthel.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10342,NA,NA,NA
925,Aeonium canariense,(L.) Webb & Berthel.,herb,NA,1e-5,NA,1,NA,NA,NA,2,NA,1,NA,"10250,263,-10233",NA,10255,NA
926,Aeonium castello-paivae,Bolle,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10342,NA,NA,NA
927,Aeonium ciliatum,(Willd.) Webb & Berthel.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10342,NA,NA,NA
928,Aeonium cuneatum,Webb & Berthel.,herb,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"263,10342",NA,NA,NA
930,Aeonium decorum,Webb ex Bolle,subshrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"263,10342",NA,NA,NA
931,Aeonium diplocyclum,(Webb ex Bolle) T.H.M.Mes,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,263,NA,NA,NA
935,Aeonium gomerense,(Praeger) Praeger,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10342,NA,NA,NA
936,Aeonium goochiae,Webb & Berthel.,subshrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"263,10342",NA,NA,NA
938,Aeonium haworthii,Webb & Berthel.,shrub,0.4,NA,NA,1,NA,NA,NA,1,1,NA,NA,+10129,10328,NA,NA
941,Aeonium lindleyi,Webb & Berthel.,subshrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"263,10342,-10233",NA,NA,NA
944,Aeonium saundersii,Bolle,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10342,NA,NA,NA
945,Aeonium sedifolium,(Webb ex Bolle) Pit. & Proust,subshrub,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"263,10342,-10233",NA,NA,NA
946,Aeonium simsii,(Sweet) Stearn,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,263,NA,NA,NA
